집계일자,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,decideCnt,clearCnt,examCnt,deathCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate
20210508,9761315,154400,199583,150527,281979,403747,10951551,126745,116881,78259,1865,7999,8884162,9089166,9010907,1.406573167
20210509,8851635,70776,128345,61900,77459,350746,9540861,127309,117423,81280,1874,8012,8897182,9105771,9024491,1.410705601
20210510,7638651,283114,350009,298847,474026,412488,9457135,127772,117844,83398,1875,8053,8910889,9122059,9038661,1.413616464
20210511,7661797,316850,372480,344207,518558,414878,9628770,128283,118717,84628,1879,7687,8951373,9164284,9079656,1.412861897
20210512,7684742,308537,365587,334207,525739,414160,9632972,128918,119373,84279,1884,7661,8988342,9201539,9117260,1.413999381
20210513,7904895,314557,372430,342653,533124,419642,9887301,129633,119906,87517,1891,7836,9024003,9241153,9153636,1.416191336
20210514,8917971,317648,379188,334978,526649,455890,10932324,130380,120395,95208,1893,8092,9055703,9281291,9186083,1.419320945
20210515,8064165,143713,198975,137151,254483,346579,9145066,131061,121282,99216,1896,7883,9088817,9319094,9219878,1.42150471
20210516,6263774,60537,124967,59102,60470,260639,6829489,131671,121764,101663,1900,8007,9103280,9336614,9234951,1.425789915
20210517,7535264,273226,335700,285151,449652,404421,9283414,132290,122163,101804,1903,8224,9119206,9353300,9251496,1.4299309
20210518,8521461,321864,374600,337867,511891,445820,10513503,132818,122631,103413,1904,8283,9158773,9395004,9291591,1.429443031
20210519,8282090,180089,220958,173442,295042,356008,9507629,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210520,7689926,294544,355507,305466,488034,410483,9543960,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210521,8517986,299005,365254,323211,492983,439834,10438273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210522,9061933,158167,208440,151725,286391,383476,10250132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210523,8137110,71765,131198,65291,81000,329846,8816210,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210524,7920220,302368,358991,316397,505026,425398,9828400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210525,7592327,311007,370776,343986,528654,409971,9556721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210526,7797608,317072,369970,345056,541135,417774,9788615,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210527,7553319,293459,357332,323979,508270,404843,9441202,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210528,8371873,286788,355519,308215,480799,433393,10236587,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210529,8993202,159922,211302,156898,279498,382203,10183025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210530,8190964,76539,136893,69326,83879,332697,8890298,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20210531,7263254,278895,329552,285756,443019,394121,8994597,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
