date,sm_tp1_t,sm_tp2_t,sm_tp3_t,sm_tp4_t,sm_tp5_t,sm_tp6_t,sm_tot_t,i_quarant,i_under_test,i_nw_confirm,i_nw_quarant,i_nw_release,i_nw_test,i_nw_death,i_confirm_id_rto,i_quarant_id_rto,i_test_id_rto,i_test_cnfm_rto,i_confirm_rto,i_fatality_rto,i_release_rto
20210511,7661797,316850,372480,344207,518558,414878,9628770,7678,84628,510,-367,873,42225,4,0.003991735,-0.045618397,0.004628889,0.014127628,0.013997166,0.000205035,0.925495424
20210512,7684742,308537,365587,334207,525739,414160,9632972,7652,84279,635,-26,656,37255,5,0.004950341,-0.003386299,0.004065238,0.014139007,0.014009504,0.000204748,0.926025336
20210513,7904895,314557,372430,342653,533124,419642,9887301,7827,87517,715,175,533,39614,7,0.005546548,0.022869838,0.004305149,0.01416093,0.014026821,0.000204628,0.925029316
20210514,8917971,317648,379188,334978,526649,455890,10932324,8083,95208,747,256,489,40138,2,0.005762822,0.032707295,0.004343397,0.01419223,0.014046645,0.000203959,0.923479915
20210515,8064165,143713,198975,137151,254483,346579,9145066,7874,99216,681,-209,887,37803,3,0.005223554,-0.025856736,0.004073033,0.014214071,0.01406274,0.000203453,0.92544944
20210516,6263774,60537,124967,59102,60470,260639,6829489,7998,101663,610,124,482,17520,4,0.004654641,0.015748031,0.001880011,0.014256925,0.014101686,0.0002035,0.924822652
20210517,7535264,273226,335700,285151,449652,404421,9283414,8215,101804,619,217,399,16686,3,0.004701432,0.027131783,0.001787158,0.014298336,0.014142709,0.000203458,0.923511313
20210518,8521461,321864,374600,337867,511891,445820,10513503,8274,103413,528,59,468,41704,1,0.003991503,0.007181984,0.004458747,0.014293462,0.01413613,0.000202661,0.923363627
20210519,8282090,180089,220958,173442,295042,356008,9507629,8314,104494,654,40,606,33640,8,0.004924365,0.004834421,0.003580626,0.014313691,0.014155058,0.000202786,0.923379513
20210520,7689926,294544,355507,305466,488034,410483,9543960,8534,108873,646,220,422,18714,4,0.004840293,0.02646139,0.001984803,0.014360895,0.014195397,0.000202808,0.922078309
20210521,8517986,299005,365254,323211,492983,439834,10438273,8590,114144,561,56,499,39750,6,0.004183164,0.006561987,0.004207526,0.01436792,0.014195053,0.000202591,0.921942526
20210522,9061933,158167,208440,151725,286391,383476,10250132,8378,117558,666,-212,874,33858,4,0.004945422,-0.02467986,0.003568843,0.014392229,0.014214524,0.00020229,0.923863569
20210523,8137110,71765,131198,65291,81000,329846,8816210,8109,122235,585,-269,849,15333,5,0.004322575,-0.032107902,0.001610446,0.014438079,0.014253014,0.000202489,0.926133563
20210524,7920220,302368,358991,316397,505026,425398,9828400,8098,120704,538,-11,546,17314,3,0.003958182,-0.001356517,0.001815589,0.014466269,0.014283497,0.000202437,0.926483413
20210525,7592327,311007,370776,343986,528654,409971,9556721,8044,117098,516,-54,566,39114,4,0.003781356,-0.006668313,0.004094158,0.014455505,0.014279047,0.000202028,0.927125388
20210526,7797608,317072,369970,345056,541135,417774,9788615,8166,121069,705,122,581,36729,2,0.005146925,0.015166584,0.003828838,0.014479848,0.014297796,0.000201465,0.926597908
20210527,7553319,293459,357332,323979,508270,404843,9441202,8186,122659,629,20,606,36235,3,0.004568565,0.00244918,0.003762933,0.014493193,0.014309272,0.00020102,0.926765431
20210528,8371873,286788,355519,308215,480799,433393,10236587,8189,122872,587,3,581,36763,3,0.00424412,0.000366479,0.003803453,0.014499171,0.014315554,0.000200568,0.927031736
20210529,8993202,159922,211302,156898,279498,382203,10183025,7739,123790,533,-450,978,31135,5,0.003837404,-0.054951765,0.003208982,0.014509044,0.014324521,0.00020044,0.930502263
20210530,8190964,76539,136893,69326,83879,332697,8890298,7571,126493,480,-168,642,14024,6,0.003442612,-0.021708231,0.001440784,0.014541862,0.014353155,0.000200767,0.931898591
20210531,7263254,278895,329552,285756,443019,394121,8994597,7557,127953,430,-14,442,13544,2,0.003073426,-0.001849161,0.001389468,0.014568258,0.014377292,0.000200693,0.932192762
